,Rk,Player,PTS,Pick,Draft Year,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Hand Length,Hand Width,Height w/shoes,Stnading Reach,Weight (lbs),Wingspan,Lane Agility t,3 Quarter Sprint,Standing Ver Leap,Max Ver Leap,Average Salary,Log_Average_Salary,3P%_missing,OBPM_missing,DBPM_missing,BPM_missing,Hand Length_missing,Hand Width_missing,Height w/shoes_missing,Stnading Reach_missing,Weight (lbs)_missing,Wingspan_missing,Lane Agility t_missing,3 Quarter Sprint_missing,Standing Ver Leap_missing,Draft Team_ATL,Draft Team_BOS,Draft Team_CHA,Draft Team_CHI,Draft Team_CLE,Draft Team_DAL,Draft Team_DEN,Draft Team_DET,Draft Team_GSW,Draft Team_HOU,Draft Team_IND,Draft Team_LAC,Draft Team_LAL,Draft Team_MEM,Draft Team_MIA,Draft Team_MIL,Draft Team_MIN,Draft Team_NJN,Draft Team_NOH,Draft Team_NYK,Draft Team_OKC,Draft Team_ORL,Draft Team_PHI,Draft Team_PHO,Draft Team_POR,Draft Team_SAC,Draft Team_SAS,Draft Team_TOR,Draft Team_UTA,Draft Team_WAS,Draft College_Alabama,Draft College_Arizona,Draft College_Arizona State,Draft College_Arkansas,Draft College_Auburn,Draft College_Baylor,Draft College_Belmont,Draft College_Boise State,Draft College_Boston College,Draft College_Bowling Green,Draft College_Brigham Young,Draft College_Bucknell,Draft College_Butler,Draft College_California,Draft College_Cincinnati,Draft College_Clemson,Draft College_Cleveland State,Draft College_College of Charleston,Draft College_Colorado,Draft College_Colorado State,Draft College_Connecticut,Draft College_Creighton,Draft College_Dayton,Draft College_DePaul,Draft College_Detroit Mercy,Draft College_Duke,Draft College_Eastern Michigan,Draft College_Eastern Washington,Draft College_Florida,Draft College_Florida State,Draft College_Fresno State,Draft College_Furman,Draft College_Georgetown,Draft College_Georgia,Draft College_Georgia State,Draft College_Georgia Tech,Draft College_Gonzaga,Draft College_Green Bay,Draft College_Hofstra,Draft College_Houston,Draft College_Illinois,Draft College_Indiana,Draft College_Iowa,Draft College_Iowa State,Draft College_Kansas,Draft College_Kansas State,Draft College_Kentucky,Draft College_Lehigh,Draft College_Long Beach State,Draft College_Louisiana State,Draft College_Louisiana Tech,Draft College_Louisiana–Lafayette,Draft College_Louisville,Draft College_Loyola (MD),Draft College_Marquette,Draft College_Marshall,Draft College_Maryland,Draft College_Massachusetts,Draft College_Memphis,Draft College_Miami (FL),Draft College_Michigan,Draft College_Michigan State,Draft College_Milwaukee,Draft College_Minnesota,Draft College_Mississippi State,Draft College_Missouri,Draft College_Missouri State,Draft College_Morehead State,Draft College_Murray State,Draft College_NC State,Draft College_Nebraska,Draft College_Nevada,Draft College_New Mexico,Draft College_New Mexico State,Draft College_Norfolk State,Draft College_North Carolina,Draft College_North Texas,Draft College_Notre Dame,Draft College_Oakland,Draft College_Ohio,Draft College_Ohio State,Draft College_Oklahoma,Draft College_Oklahoma State,Draft College_Ole Miss,Draft College_Oregon,Draft College_Oregon State,Draft College_Penn State,Draft College_Pepperdine,Draft College_Pittsburgh,Draft College_Providence,Draft College_Purdue,Draft College_Richmond,Draft College_Rutgers,Draft College_SMU,Draft College_Saint Joseph's,Draft College_San Diego State,Draft College_Santa Clara,Draft College_Seton Hall,Draft College_South Carolina,Draft College_South Dakota State,Draft College_South Florida,Draft College_Southern California,Draft College_St. Bonaventure,Draft College_St. John's (NY),Draft College_Stanford,Draft College_Syracuse,Draft College_TCU,Draft College_Temple,Draft College_Tennessee,Draft College_Tennessee Tech,Draft College_Texas,Draft College_Texas A&M,Draft College_Texas Tech,Draft College_Toledo,Draft College_Tulane,Draft College_Tulsa,Draft College_UC Santa Barbara,Draft College_UCF,Draft College_UCLA,Draft College_UNLV,Draft College_UT Arlington,Draft College_UTEP,Draft College_Utah,Draft College_Utah State,Draft College_VCU,Draft College_Valparaiso,Draft College_Vanderbilt,Draft College_Villanova,Draft College_Virginia,Draft College_Virginia Tech,Draft College_Wake Forest,Draft College_Washington,Draft College_Washington State,Draft College_Weber State,Draft College_West Virginia,Draft College_Western Kentucky,Draft College_Wichita State,Draft College_William & Mary,Draft College_Wisconsin,Draft College_Wyoming,Draft College_Xavier,Draft College_Yale,Pos_C,Pos_F,Pos_G,From_Year,To_Year,Total_Years_Played,Round_1,Round_2,Year 1
49,9,Buddy Hield,2291.0,6,2016,132.0,118.0,4182.0,783.0,1748.0,434.0,854.0,349.0,894.0,376.0,450.0,209.0,452.0,661.0,254.0,168.0,38.0,285.0,259.0,2291.0,0.448,0.508,0.39,0.836,0.584,0.548,18.5,115.0,101.0,12.2,6.2,0.2,7.0,2.4,9.4,22.4,5.6,11.6,8.7,12.9,2.3,0.9,12.7,26.6,8.5,9.0,77.0,101.0,212.4,81.25,11.09,3.19,30.9,37.5,7194059.071428572,15.788766114411748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,2015,4,1,0,3517200.0
50,107,Jordan Clarkson,1433.0,46,2014,93.0,75.0,2952.0,473.0,1075.0,378.0,780.0,95.0,295.0,392.0,487.0,74.0,236.0,310.0,249.0,87.0,26.0,254.0,211.0,1433.0,0.44,0.485,0.322,0.805,0.548,0.484,10.1,109.0,105.0,6.9,3.2,0.1,3.0,0.5,3.5,19.1,3.2,9.4,6.4,20.5,1.8,1.0,16.3,27.8,8.25,9.0,77.0,98.0,186.3,80.0,10.76,3.28,33.0,38.5,7181251.714285715,15.786984259296071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,2013,4,0,1,507336.0
51,269,Domantas Sabonis,1002.0,11,2016,74.0,32.0,1971.0,384.0,608.0,379.0,594.0,5.0,14.0,229.0,314.0,192.0,502.0,694.0,97.0,39.0,43.0,151.0,219.0,1002.0,0.632,0.638,0.357,0.729,0.662,0.636,12.3,124.0,91.0,7.5,4.8,0.2,4.8,2.3,7.1,27.4,12.4,26.4,20.1,9.7,1.1999999999999995,2.2,16.6,23.9,8.9,9.35,82.2,108.4,233.3,85.15,12.07,3.42,27.6,32.3,6952111.0,15.754555912428208,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2015,2,1,0,2440200.0
52,230,Marcus Smart,1064.0,6,2014,64.0,63.0,2120.0,314.0,760.0,227.0,465.0,87.0,295.0,349.0,465.0,94.0,281.0,375.0,287.0,188.0,40.0,193.0,183.0,1064.0,0.413,0.488,0.295,0.751,0.542,0.47,11.0,110.0,89.0,5.6,5.4,0.2,5.5,5.9,11.4,25.4,5.2,15.1,10.3,28.4,5.2,2.1,16.4,28.2,9.0,8.75,75.25,99.0,227.2,81.25,10.82,3.26,33.0,36.0,6898863.928571428,15.746867307978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,2013,2,1,0,3283320.0
53,53,Joe Harris,1698.0,33,2014,135.0,128.0,4084.0,568.0,1276.0,305.0,630.0,263.0,646.0,299.0,414.0,116.0,393.0,509.0,254.0,116.0,48.0,213.0,307.0,1698.0,0.445,0.484,0.407,0.722,0.577,0.548,17.8,112.0,95.0,10.0,7.8,0.2,4.6,2.8,7.4,19.3,3.7,12.4,8.1,14.6,1.9,1.4,12.6,23.6,8.5,9.75,78.25,100.0,215.0,78.0,11.11,3.31,28.5,33.5,6479312.071428572,15.684124900876316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,2013,4,0,1,884879.0
54,265,Kentavious Caldwell-Pope,1013.0,8,2013,64.0,60.0,2114.0,338.0,814.0,189.0,375.0,149.0,439.0,188.0,250.0,82.0,310.0,392.0,96.0,123.0,28.0,100.0,139.0,1013.0,0.415,0.504,0.339,0.752,0.543,0.507,9.6,111.0,95.0,5.8,3.8,0.2,6.6,3.3,9.9,24.0,4.6,18.8,11.5,13.3,3.8,1.6,9.7,27.0,8.5,9.0,77.5,100.5,203.6,80.0,10.6,3.12,29.0,34.5,6139746.0,15.630293931189469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,2012,2,1,0,2653080.0
55,489,Lonzo Ball,524.0,2,2017,36.0,36.0,1263.0,189.0,343.0,109.0,149.0,80.0,194.0,66.00000000000001,98.0,33.0,183.0,216.0,274.0,66.0,28.0,89.0,65.0,524.0,0.551,0.732,0.412,0.673,0.673,0.668,6.8,131.0,101.0,4.8,2.0,0.2,8.1,3.9,12.0,24.7,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,8.5,9.0,78.15,102.3,200.7,81.25,11.25,3.24,29.6,36.8,6127836.714285715,15.628352344206451,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016,2016,1,1,0,7461960.0
56,306,Kelly Olynyk,903.0,13,2013,101.0,31.0,1735.0,338.0,569.0,313.0,494.0,25.0,75.0,202.0,285.0,152.0,309.0,461.0,107.0,52.0,46.0,140.0,197.0,903.0,0.594,0.634,0.333,0.709,0.641,0.616,10.3,121.0,93.0,6.7,3.6,0.2,7.3,2.6,9.9,27.0,11.1,20.4,16.0,13.1,1.8,3.1,16.6,24.9,8.5,10.0,84.0,108.0,234.0,81.75,11.42,3.59,24.5,29.5,6110105.5,15.625454597774487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,2012,4,1,0,1986360.0
57,214,Spencer Dinwiddie,1115.0,38,2014,86.0,86.0,2590.0,290.0,690.0,175.0,392.0,115.0,298.0,420.0,506.0,42.0,246.0,288.0,227.0,97.0,29.0,153.0,181.0,1115.0,0.42,0.446,0.386,0.83,0.599,0.504,12.3,121.0,99.0,8.4,3.9,0.2,4.6,3.1,7.8,20.9,2.0,11.3,6.7,18.9,2.3,1.2,14.1,21.8,8.25,9.0,78.0,103.0,204.9,80.25,10.89,3.18,31.7,37.0,6086682.285714285,15.621613710568283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,2013,3,0,1,700000.0
58,118,Norman Powell,1376.0,46,2015,141.0,83.0,3555.0,503.0,1090.0,392.0,736.0,111.0,354.0,259.0,347.0,58.0,366.0,424.0,214.0,158.0,57.0,180.0,288.0,1376.0,0.461,0.533,0.314,0.746,0.548,0.512,11.0,109.0,101.0,6.0,5.0,0.1,1.8,2.6,4.5,16.4,1.9,11.9,6.9,11.5,2.6,1.7,12.5,20.3,9.25,9.0,76.25,102.5,215.4,82.75,10.69,3.2,32.5,40.5,5867873.357142857,15.585002836066456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,2014,4,0,1,650000.0
59,332,Terrence Ross,847.0,8,2012,69.0,39.0,1681.0,317.0,700.0,201.0,381.0,116.0,319.0,97.0,127.0,77.0,244.0,321.0,82.0,63.0,45.0,94.0,168.0,847.0,0.453,0.528,0.364,0.764,0.557,0.536,7.4,115.0,98.0,4.7,2.7,0.2,4.8,2.6,7.5,21.1,4.9,16.8,10.6,9.4,2.1,2.6,11.0,23.8,8.75,10.25,79.0,100.5,196.6,79.25,11.78,3.28,31.0,37.5,5863559.785714285,15.584267449081686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,2011,2,1,0,2563320.0
